Iteration,Solver,Objective,Violations
1084,Tabu Search,18,0
1085,Tabu Search,18,0
1086,Tabu Search,18,0
1087,Tabu Search,18,0
1088,Tabu Search,18,0
1089,Tabu Search,18,0
1090,Tabu Search,18,0
1091,Tabu Search,18,0
1092,Tabu Search,18,0
1093,Tabu Search,18,0
1094,Tabu Search,18,0
1095,Tabu Search,18,0
1096,Tabu Search,18,0
1097,Tabu Search,18,0
1098,Tabu Search,18,0
1099,Tabu Search,18,0
1100,Tabu Search,18,0
1101,Tabu Search,18,0
1102,Tabu Search,18,0
1103,Tabu Search,18,0
1104,Tabu Search,18,0
1105,Tabu Search,18,0
1106,Tabu Search,18,0
1107,Tabu Search,18,0
1108,Tabu Search,18,0
1109,Tabu Search,18,0
1110,Tabu Search,18,0
1111,Tabu Search,18,0
1112,Tabu Search,18,0
1113,Tabu Search,18,0
1114,Tabu Search,18,0
1115,Tabu Search,18,0
1116,Tabu Search,18,0
1117,Tabu Search,18,0
1118,Tabu Search,18,0
1119,Tabu Search,18,0
1120,Tabu Search,18,0
1121,Tabu Search,18,0
1122,Tabu Search,18,0
1123,Tabu Search,18,0
1124,Tabu Search,18,0
1125,Tabu Search,18,0
1126,Tabu Search,18,0
1127,Tabu Search,18,0
1128,Tabu Search,18,0
1129,Tabu Search,18,0
1130,Tabu Search,18,0
1131,Tabu Search,18,0
1132,Tabu Search,18,0
1133,Tabu Search,18,0
1134,Tabu Search,18,0
1135,Tabu Search,18,0
1136,Tabu Search,18,0
1137,Tabu Search,18,0
1138,Tabu Search,18,0
1139,Tabu Search,18,0
1140,Tabu Search,17,0
1141,Tabu Search,17,0
1142,Tabu Search,17,0
1143,Tabu Search,17,0
1144,Tabu Search,17,0
1145,Tabu Search,17,0
1146,Tabu Search,17,0
1147,Tabu Search,17,0
1148,Tabu Search,17,0
1149,Tabu Search,17,0
1150,Tabu Search,17,0
1151,Tabu Search,17,0
1152,Tabu Search,17,0
1153,Tabu Search,17,0
1154,Tabu Search,17,0
1155,Tabu Search,17,0
1156,Tabu Search,17,0
1157,Tabu Search,17,0
1158,Tabu Search,17,0
1159,Tabu Search,17,0
1160,Tabu Search,17,0
1161,Tabu Search,17,0
1162,Tabu Search,17,0
1163,Tabu Search,17,0
1164,Tabu Search,17,0
1165,Tabu Search,18,0
1166,Tabu Search,17,0
1167,Tabu Search,17,0
1168,Tabu Search,17,0
1169,Tabu Search,17,0
1170,Tabu Search,17,0
1171,Tabu Search,17,0
1172,Tabu Search,17,0
1173,Tabu Search,17,0
1174,Tabu Search,17,0
1175,Tabu Search,17,0
1176,Tabu Search,17,0
1177,Tabu Search,17,0
1178,Tabu Search,17,0
1179,Tabu Search,17,0
1180,Tabu Search,17,0
1181,Tabu Search,17,0
1182,Tabu Search,17,0
1183,Tabu Search,17,0
1184,Tabu Search,17,0
1185,Tabu Search,17,0
1186,Tabu Search,17,0
1187,Tabu Search,17,0
1188,Tabu Search,17,0
1189,Tabu Search,17,0
1190,Tabu Search,17,0
1191,Tabu Search,17,0
1192,Tabu Search,17,0
1193,Tabu Search,17,0
1194,Tabu Search,17,0
1195,Tabu Search,17,0
1196,Tabu Search,17,0
1197,Tabu Search,17,0
1198,Tabu Search,17,0
1199,Tabu Search,17,0
1200,Tabu Search,17,0
1201,Tabu Search,17,0
1202,Tabu Search,17,0
1203,Tabu Search,17,0
1204,Tabu Search,17,0
1205,Tabu Search,17,0
1206,Tabu Search,17,0
1207,Tabu Search,17,0
1208,Tabu Search,17,0
1209,Tabu Search,17,0
1210,Tabu Search,17,0
1211,Tabu Search,17,0
1212,Tabu Search,17,0
1213,Tabu Search,17,0
1214,Tabu Search,17,0
1215,Tabu Search,17,0
1216,Tabu Search,17,0
1217,Tabu Search,17,0
1218,Tabu Search,17,0
1219,Tabu Search,17,0
1220,Tabu Search,17,0
1221,Tabu Search,17,0
1222,Tabu Search,17,0
1223,Tabu Search,17,0
1224,Tabu Search,17,0
1225,Tabu Search,17,0
1226,Tabu Search,17,0
1227,Tabu Search,17,0
1228,Tabu Search,17,0
1229,Tabu Search,17,0
1230,Tabu Search,17,0
1231,Tabu Search,17,0
1232,Tabu Search,17,0
1233,Tabu Search,17,0
1234,Tabu Search,17,0
1235,Tabu Search,17,0
1236,Tabu Search,17,0
1237,Tabu Search,17,0
1238,Tabu Search,17,0
1239,Tabu Search,17,0
1240,Tabu Search,17,0
1241,Tabu Search,17,0
1242,Tabu Search,17,0
1243,Tabu Search,17,0
1244,Tabu Search,17,0
1245,Tabu Search,17,0
1246,Tabu Search,17,0
1247,Tabu Search,17,0
1248,Tabu Search,17,0
1249,Tabu Search,17,0
1250,Tabu Search,17,0
1251,Tabu Search,17,0
1252,Tabu Search,17,0
1253,Tabu Search,17,0
1254,Tabu Search,17,0
1255,Tabu Search,17,0
1256,Tabu Search,17,0
1257,Tabu Search,17,0
1258,Tabu Search,17,0
1259,Tabu Search,17,0
1260,Tabu Search,17,0
1261,Tabu Search,17,0
1262,Tabu Search,17,0
1263,Tabu Search,17,0
1264,Tabu Search,17,0
1265,Tabu Search,17,0
1266,Tabu Search,17,0
1267,Tabu Search,17,0
1268,Tabu Search,17,0
1269,Tabu Search,17,0
1270,Tabu Search,17,0
1271,Tabu Search,17,0
1272,Tabu Search,17,0
1273,Tabu Search,17,0
1274,Tabu Search,17,0
1275,Tabu Search,17,0
1276,Tabu Search,17,0
1277,Tabu Search,17,0
1278,Tabu Search,17,0
1279,Tabu Search,17,0
1280,Tabu Search,17,0
1281,Tabu Search,17,0
1282,Tabu Search,17,0
1283,Tabu Search,17,0
1284,Tabu Search,17,0
1285,Tabu Search,17,0
1286,Tabu Search,17,0
1287,Tabu Search,17,0
1288,Tabu Search,17,0
1289,Tabu Search,17,0
1290,Tabu Search,17,0
1291,Tabu Search,17,0
1292,Tabu Search,17,0
1293,Tabu Search,17,0
1294,Tabu Search,17,0
1295,Tabu Search,17,0
1296,Tabu Search,17,0
1297,Tabu Search,17,0
1298,Tabu Search,17,0
1299,Tabu Search,17,0
1300,Tabu Search,17,0
1301,Tabu Search,17,0
1302,Tabu Search,17,0
1303,Tabu Search,17,0
1304,Tabu Search,17,0
1305,Tabu Search,17,0
1306,Tabu Search,17,0
1307,Tabu Search,17,0
1308,Tabu Search,17,0
1309,Tabu Search,17,0
1310,Tabu Search,17,0
1311,Tabu Search,17,0
1312,Tabu Search,17,0
1313,Tabu Search,17,0
1314,Tabu Search,17,0
1315,Tabu Search,17,0
1316,Tabu Search,17,0
1317,Tabu Search,17,0
1318,Tabu Search,17,0
1319,Tabu Search,17,0
1320,Tabu Search,17,0
1321,Tabu Search,17,0
1322,Tabu Search,17,0
1323,Tabu Search,17,0
1324,Tabu Search,17,0
1325,Tabu Search,17,0
1326,Tabu Search,17,0
1327,Tabu Search,17,0
1328,Tabu Search,17,0
1329,Tabu Search,17,0
1330,Tabu Search,17,0
1331,Tabu Search,17,0
1332,Tabu Search,17,0
1333,Tabu Search,17,0
1334,Tabu Search,17,0
1335,Tabu Search,17,0
1336,Tabu Search,17,0
1337,Tabu Search,17,0
1338,Tabu Search,17,0
1339,Tabu Search,17,0
1340,Tabu Search,17,0
1341,Tabu Search,17,0
1342,Tabu Search,17,0
1343,Tabu Search,17,0
1344,Tabu Search,17,0
1345,Tabu Search,17,0
1346,Tabu Search,17,0
1347,Tabu Search,17,0
1348,Tabu Search,17,0
1349,Tabu Search,17,0
1350,Tabu Search,17,0
1351,Tabu Search,17,0
1352,Tabu Search,17,0
1353,Tabu Search,17,0
1354,Tabu Search,17,0
1355,Tabu Search,17,0
1356,Tabu Search,17,0
1357,Tabu Search,17,0
1358,Tabu Search,17,0
1359,Tabu Search,17,0
1360,Tabu Search,17,0
1361,Tabu Search,17,0
1362,Tabu Search,17,0
1363,Tabu Search,17,0
1364,Tabu Search,17,0
1365,Tabu Search,17,0
1366,Tabu Search,17,0
1367,Tabu Search,17,0
1368,Tabu Search,17,0
1369,Tabu Search,17,0
1370,Tabu Search,17,0
1371,Tabu Search,17,0
1372,Tabu Search,17,0
1373,Tabu Search,17,0
1374,Tabu Search,17,0
1375,Tabu Search,17,0
1376,Tabu Search,17,0
1377,Tabu Search,17,0
1378,Tabu Search,17,0
1379,Tabu Search,17,0
1380,Tabu Search,17,0
1381,Tabu Search,17,0
1382,Tabu Search,17,0
1383,Tabu Search,17,0
1384,Tabu Search,17,0
1385,Tabu Search,17,0
1386,Tabu Search,17,0
1387,Tabu Search,17,0
1388,Tabu Search,17,0
1389,Tabu Search,17,0
1390,Tabu Search,17,0
1391,Tabu Search,17,0
1392,Tabu Search,17,0
1393,Tabu Search,17,0
1394,Tabu Search,17,0
1395,Tabu Search,17,0
1396,Tabu Search,17,0
1397,Tabu Search,17,0
1398,Tabu Search,17,0
1399,Tabu Search,17,0
1400,Tabu Search,17,0
1401,Tabu Search,17,0
1402,Tabu Search,17,0
1403,Tabu Search,17,0
1404,Tabu Search,17,0
1405,Tabu Search,17,0
1406,Tabu Search,17,0
1407,Tabu Search,17,0
1408,Tabu Search,17,0
1409,Tabu Search,17,0
1410,Tabu Search,17,0
1411,Tabu Search,17,0
1412,Tabu Search,17,0
1413,Tabu Search,17,0
1414,Tabu Search,17,0
1415,Tabu Search,17,0
1416,Tabu Search,17,0
1417,Tabu Search,17,0
1418,Tabu Search,17,0
1419,Tabu Search,17,0
1420,Tabu Search,17,0
1421,Tabu Search,17,0
1422,Tabu Search,17,0
1423,Tabu Search,17,0
1424,Tabu Search,17,0
1425,Tabu Search,17,0
1426,Tabu Search,17,0
1427,Tabu Search,17,0
1428,Tabu Search,17,0
1429,Tabu Search,17,0
1430,Tabu Search,17,0
1431,Tabu Search,17,0
1432,Tabu Search,17,0
1433,Tabu Search,17,0
1434,Tabu Search,17,0
1435,Tabu Search,17,0
1436,Tabu Search,17,0
1437,Tabu Search,17,0
1438,Tabu Search,17,0
1439,Tabu Search,17,0
1440,Tabu Search,17,0
1441,Tabu Search,17,0
1442,Tabu Search,17,0
1443,Tabu Search,17,0
1444,Tabu Search,17,0
1445,Tabu Search,17,0
1446,Tabu Search,17,0
1447,Tabu Search,17,0
1448,Tabu Search,17,0
1449,Tabu Search,17,0
1450,Tabu Search,17,0
1451,Tabu Search,17,0
1452,Tabu Search,17,0
1453,Tabu Search,17,0
1454,Tabu Search,17,0
1455,Tabu Search,17,0
1456,Tabu Search,17,0
1457,Tabu Search,17,0
1458,Tabu Search,17,0
1459,Tabu Search,17,0
1460,Tabu Search,17,0
1461,Tabu Search,17,0
1462,Tabu Search,17,0
1463,Tabu Search,17,0
1464,Tabu Search,17,0
1465,Tabu Search,17,0
1466,Tabu Search,17,0
1467,Tabu Search,17,0
1468,Tabu Search,17,0
1469,Tabu Search,17,0
1470,Tabu Search,17,0
1471,Tabu Search,17,0
1472,Tabu Search,17,0
1473,Tabu Search,17,0
1474,Tabu Search,17,0
1475,Tabu Search,17,0
1476,Tabu Search,17,0
1477,Tabu Search,17,0
1478,Tabu Search,17,0
1479,Tabu Search,17,0
1480,Tabu Search,17,0
1481,Tabu Search,17,0
1482,Tabu Search,17,0
1483,Tabu Search,17,0
1484,Tabu Search,17,0
1485,Tabu Search,17,0
1486,Tabu Search,17,0
1487,Tabu Search,17,0
1488,Tabu Search,17,0
1489,Tabu Search,17,0
1490,Tabu Search,17,0
1491,Tabu Search,17,0
1492,Tabu Search,17,0
1493,Tabu Search,17,0
1494,Tabu Search,17,0
1495,Tabu Search,17,0
1496,Tabu Search,17,0
1497,Tabu Search,17,0
1498,Tabu Search,17,0
1499,Tabu Search,17,0
1500,Tabu Search,17,0
1501,Tabu Search,17,0
1502,Tabu Search,17,0
1503,Tabu Search,17,0
1504,Tabu Search,17,0
1505,Tabu Search,17,0
1506,Tabu Search,17,0
1507,Tabu Search,17,0
1508,Tabu Search,17,0
1509,Tabu Search,17,0
1510,Tabu Search,17,0
1511,Tabu Search,17,0
1512,Tabu Search,17,0
1513,Tabu Search,17,0
1514,Tabu Search,17,0
1515,Tabu Search,17,0
1516,Tabu Search,17,0
1517,Tabu Search,17,0
1518,Tabu Search,17,0
1519,Tabu Search,17,0
1520,Tabu Search,17,0
1521,Tabu Search,17,0
1522,Tabu Search,17,0
1523,Tabu Search,17,0
1524,Tabu Search,17,0
1525,Tabu Search,17,0
1526,Tabu Search,17,0
1527,Tabu Search,17,0
1528,Tabu Search,17,0
1529,Tabu Search,17,0
1530,Tabu Search,17,0
1531,Tabu Search,17,0
1532,Tabu Search,17,0
1533,Tabu Search,17,0
1534,Tabu Search,17,0
1535,Tabu Search,17,0
1536,Tabu Search,17,0
1537,Tabu Search,17,0
1538,Tabu Search,17,0
1539,Tabu Search,17,0
1540,Tabu Search,17,0
1541,Tabu Search,17,0
1542,Tabu Search,17,0
1543,Tabu Search,17,0
1544,Tabu Search,17,0
1545,Tabu Search,17,0
1546,Tabu Search,17,0
1547,Tabu Search,17,0
1548,Tabu Search,17,0
1549,Tabu Search,17,0
1550,Tabu Search,17,0
1551,Tabu Search,17,0
1552,Tabu Search,17,0
1553,Tabu Search,17,0
1554,Tabu Search,17,0
1555,Tabu Search,17,0
1556,Tabu Search,17,0
1557,Tabu Search,17,0
1558,Tabu Search,17,0
1559,Tabu Search,17,0
1560,Tabu Search,17,0
1561,Tabu Search,17,0
1562,Tabu Search,17,0
1563,Tabu Search,17,0
1564,Tabu Search,17,0
1565,Tabu Search,17,0
1566,Tabu Search,17,0
1567,Tabu Search,17,0
1568,Tabu Search,17,0
1569,Tabu Search,17,0
1570,Tabu Search,17,0
1571,Tabu Search,17,0
1572,Tabu Search,17,0
1573,Tabu Search,17,0
1574,Tabu Search,17,0
1575,Tabu Search,17,0
1576,Tabu Search,17,0
1577,Tabu Search,17,0
1578,Tabu Search,17,0
1579,Tabu Search,17,0
1580,Tabu Search,17,0
1581,Tabu Search,17,0
1582,Tabu Search,17,0
1583,Tabu Search,17,0
1584,Tabu Search,17,0
1585,Tabu Search,17,0
1586,Tabu Search,17,0
1587,Tabu Search,17,0
1588,Tabu Search,17,0
1589,Tabu Search,17,0
1590,Tabu Search,17,0
1591,Tabu Search,17,0
1592,Tabu Search,17,0
1593,Tabu Search,17,0
1594,Tabu Search,17,0
1595,Tabu Search,17,0
1596,Tabu Search,17,0
1597,Tabu Search,17,0
1598,Tabu Search,17,0
1599,Tabu Search,17,0
1600,Tabu Search,17,0
1601,Tabu Search,17,0
1602,Tabu Search,17,0
1603,Tabu Search,17,0
1604,Tabu Search,17,0
1605,Tabu Search,17,0
1606,Tabu Search,17,0
1607,Tabu Search,17,0
1608,Tabu Search,17,0
1609,Tabu Search,17,0
1610,Tabu Search,17,0
1611,Tabu Search,17,0
1612,Tabu Search,17,0
1613,Tabu Search,17,0
1614,Tabu Search,17,0
1615,Tabu Search,17,0
1616,Tabu Search,17,0
1617,Tabu Search,17,0
1618,Tabu Search,17,0
1619,Tabu Search,17,0
1620,Tabu Search,17,0
1621,Tabu Search,17,0
1622,Tabu Search,17,0
1623,Tabu Search,17,0
1624,Tabu Search,17,0
1625,Tabu Search,17,0
1626,Tabu Search,17,0
1627,Tabu Search,17,0
1628,Tabu Search,17,0
1629,Tabu Search,17,0
1630,Tabu Search,17,0
1631,Tabu Search,17,0
1632,Tabu Search,17,0
1633,Tabu Search,17,0
1634,Tabu Search,17,0
1635,Tabu Search,17,0
1636,Tabu Search,17,0
1637,Tabu Search,17,0
1638,Tabu Search,17,0
1639,Tabu Search,17,0
1640,Tabu Search,17,0
1641,Tabu Search,24,8358
1642,Tabu Search,25,8238
1643,Tabu Search,25,8113
1644,Tabu Search,25,7996
1645,Tabu Search,25,7876
1646,Tabu Search,25,7756
1647,Tabu Search,25,7636
1648,Tabu Search,25,7518
1649,Tabu Search,25,7405
1650,Tabu Search,25,7287
1651,Tabu Search,26,7161
1652,Tabu Search,26,7051
1653,Tabu Search,27,6937
1654,Tabu Search,27,6834
1655,Tabu Search,26,6703
1656,Tabu Search,25,6597
1657,Tabu Search,25,6483
1658,Tabu Search,25,6373
1659,Tabu Search,26,6261
1660,Tabu Search,25,6154
1661,Tabu Search,26,6040
1662,Tabu Search,26,5931
1663,Tabu Search,26,5823
1664,Tabu Search,26,5707
1665,Tabu Search,26,5598
1666,Tabu Search,26,5484
1667,Tabu Search,26,5372
1668,Tabu Search,25,5255
1669,Tabu Search,25,5163
1670,Tabu Search,25,5048
1671,Tabu Search,24,4945
1672,Tabu Search,24,4839
1673,Tabu Search,24,4751
1674,Tabu Search,24,4645
1675,Tabu Search,24,4564
1676,Tabu Search,24,4481
1677,Tabu Search,24,4377
1678,Tabu Search,25,4274
1679,Tabu Search,25,4180
1680,Tabu Search,24,4078
1681,Tabu Search,25,3982
1682,Tabu Search,25,3906
1683,Tabu Search,25,3816
1684,Tabu Search,25,3705
1685,Tabu Search,26,3602
1686,Tabu Search,26,3492
1687,Tabu Search,26,3436
1688,Tabu Search,26,3347
1689,Tabu Search,26,3253
1690,Tabu Search,26,3163
1691,Tabu Search,26,3088
1692,Tabu Search,27,3013
1693,Tabu Search,27,2946
1694,Tabu Search,27,2865
1695,Tabu Search,27,2772
1696,Tabu Search,28,2696
1697,Tabu Search,28,2617
1698,Tabu Search,28,2557
1699,Tabu Search,28,2491
1700,Tabu Search,28,2420
1701,Tabu Search,28,2363
1702,Tabu Search,28,2290
1703,Tabu Search,28,2229
1704,Tabu Search,28,2178
1705,Tabu Search,28,2124
1706,Tabu Search,28,2050
1707,Tabu Search,28,1998
1708,Tabu Search,28,1945
1709,Tabu Search,28,1885
1710,Tabu Search,28,1824
1711,Tabu Search,28,1765
1712,Tabu Search,28,1711
1713,Tabu Search,28,1657
1714,Tabu Search,28,1604
1715,Tabu Search,28,1547
1716,Tabu Search,28,1492
1717,Tabu Search,28,1438
1718,Tabu Search,28,1392
1719,Tabu Search,28,1345
1720,Tabu Search,28,1292
1721,Tabu Search,28,1242
1722,Tabu Search,28,1194
1723,Tabu Search,28,1143
1724,Tabu Search,28,1098
1725,Tabu Search,28,1047
1726,Tabu Search,28,1002
1727,Tabu Search,28,950
1728,Tabu Search,28,906
1729,Tabu Search,28,859
1730,Tabu Search,28,807
1731,Tabu Search,28,762
1732,Tabu Search,28,711
1733,Tabu Search,28,669
1734,Tabu Search,28,627
1735,Tabu Search,28,577
1736,Tabu Search,27,534
1737,Tabu Search,27,497
1738,Tabu Search,27,449
1739,Tabu Search,27,415
1740,Tabu Search,27,395
1741,Tabu Search,27,385
1742,Tabu Search,26,336
1743,Tabu Search,26,293
1744,Tabu Search,27,251
1745,Tabu Search,27,244
1746,Tabu Search,27,216
1747,Tabu Search,27,208
1748,Tabu Search,27,200
1749,Tabu Search,27,157
1750,Tabu Search,27,151
1751,Tabu Search,27,109
1752,Tabu Search,27,99
1753,Tabu Search,28,92
1754,Tabu Search,29,87
1755,Tabu Search,29,81
1756,Tabu Search,29,78
1757,Tabu Search,29,72
1758,Tabu Search,29,68
1759,Tabu Search,29,59
1760,Tabu Search,28,55
1761,Tabu Search,28,52
1762,Tabu Search,29,48
1763,Tabu Search,29,44
1764,Tabu Search,29,41
1765,Tabu Search,29,38
1766,Tabu Search,29,36
1767,Tabu Search,29,34
1768,Tabu Search,28,33
1769,Tabu Search,28,32
1770,Tabu Search,28,14
1771,Tabu Search,28,10
1772,Tabu Search,29,9
1773,Tabu Search,29,9
1774,Tabu Search,28,8
1775,Tabu Search,28,7
1776,Tabu Search,28,7
1777,Tabu Search,28,7
1778,Tabu Search,29,6
1779,Tabu Search,29,5
1780,Tabu Search,29,4
1781,Tabu Search,29,4
1782,Tabu Search,29,4
1783,Tabu Search,29,3
1784,Tabu Search,29,3
1785,Tabu Search,29,3
1786,Tabu Search,29,3
1787,Tabu Search,29,2
1788,Tabu Search,29,2
1789,Tabu Search,29,2
1790,Tabu Search,29,2
1791,Tabu Search,29,1
1792,Tabu Search,29,1
1793,Tabu Search,29,1
1794,Tabu Search,29,1
1795,Tabu Search,29,1
1796,Tabu Search,29,0
1797,Tabu Search,28,0
1798,Tabu Search,28,0
1799,Tabu Search,28,0
1800,Tabu Search,28,0
1801,Tabu Search,28,0
1802,Tabu Search,28,0
1803,Tabu Search,27,0
1804,Tabu Search,27,0
1805,Tabu Search,27,0
1806,Tabu Search,27,0
1807,Tabu Search,27,0
1808,Tabu Search,27,0
1809,Tabu Search,27,0
1810,Tabu Search,27,0
1811,Tabu Search,27,0
1812,Tabu Search,27,0
1813,Tabu Search,27,0
1814,Tabu Search,26,0
1815,Tabu Search,26,0
1816,Tabu Search,26,0
1817,Tabu Search,26,0
1818,Tabu Search,26,0
1819,Tabu Search,26,0
1820,Tabu Search,26,0
1821,Tabu Search,26,0
1822,Tabu Search,26,0
1823,Tabu Search,26,0
1824,Tabu Search,26,0
1825,Tabu Search,26,0
1826,Tabu Search,26,0
1827,Tabu Search,26,0
1828,Tabu Search,26,0
1829,Tabu Search,26,0
1830,Tabu Search,26,0
1831,Tabu Search,25,0
1832,Tabu Search,25,0
1833,Tabu Search,25,0
1834,Tabu Search,25,0
1835,Tabu Search,25,0
1836,Tabu Search,25,0
1837,Tabu Search,25,0
1838,Tabu Search,25,0
1839,Tabu Search,25,0
1840,Tabu Search,25,0
1841,Tabu Search,25,0
1842,Tabu Search,25,0
1843,Tabu Search,25,0
1844,Tabu Search,25,0
1845,Tabu Search,25,0
1846,Tabu Search,25,0
1847,Tabu Search,25,0
1848,Tabu Search,25,0
1849,Tabu Search,25,0
1850,Tabu Search,25,0
1851,Tabu Search,25,0
1852,Tabu Search,25,0
1853,Tabu Search,25,0
1854,Tabu Search,25,0
1855,Tabu Search,25,0
1856,Tabu Search,25,0
1857,Tabu Search,25,0
1858,Tabu Search,25,0
1859,Tabu Search,25,0
1860,Tabu Search,25,0
1861,Tabu Search,25,0
1862,Tabu Search,24,0
1863,Tabu Search,24,0
1864,Tabu Search,24,0
1865,Tabu Search,24,0
1866,Tabu Search,24,0
1867,Tabu Search,24,0
1868,Tabu Search,24,0
1869,Tabu Search,24,0
1870,Tabu Search,24,0
1871,Tabu Search,24,0
1872,Tabu Search,24,0
1873,Tabu Search,24,0
1874,Tabu Search,24,0
1875,Tabu Search,24,0
1876,Tabu Search,24,0
1877,Tabu Search,24,0
1878,Tabu Search,24,0
1879,Tabu Search,24,0
1880,Tabu Search,24,0
1881,Tabu Search,24,0
1882,Tabu Search,24,0
1883,Tabu Search,24,0
1884,Tabu Search,24,0
1885,Tabu Search,24,0
1886,Tabu Search,24,0
1887,Tabu Search,24,0
1888,Tabu Search,24,0
1889,Tabu Search,24,0
1890,Tabu Search,24,0
1891,Tabu Search,24,0
1892,Tabu Search,24,0
1893,Tabu Search,24,0
1894,Tabu Search,24,0
1895,Tabu Search,24,0
1896,Tabu Search,24,0
1897,Tabu Search,24,0
1898,Tabu Search,24,0
1899,Tabu Search,24,0
1900,Tabu Search,24,0
1901,Tabu Search,24,0
1902,Tabu Search,24,0
1903,Tabu Search,24,0
1904,Tabu Search,24,0
1905,Tabu Search,24,0
1906,Tabu Search,24,0
1907,Tabu Search,24,0
1908,Tabu Search,24,0
1909,Tabu Search,24,0
1910,Tabu Search,23,0
1911,Tabu Search,23,0
1912,Tabu Search,23,0
1913,Tabu Search,23,0
1914,Tabu Search,23,0
1915,Tabu Search,23,0
1916,Tabu Search,23,0
1917,Tabu Search,23,0
1918,Tabu Search,23,0
1919,Tabu Search,23,0
1920,Tabu Search,23,0
1921,Tabu Search,23,0
1922,Tabu Search,23,0
1923,Tabu Search,23,0
1924,Tabu Search,23,0
1925,Tabu Search,23,0
1926,Tabu Search,23,0
1927,Tabu Search,23,0
1928,Tabu Search,23,0
1929,Tabu Search,23,0
1930,Tabu Search,23,0
1931,Tabu Search,23,0
1932,Tabu Search,23,0
1933,Tabu Search,23,0
1934,Tabu Search,23,0
1935,Tabu Search,23,0
1936,Tabu Search,23,0
1937,Tabu Search,23,0
1938,Tabu Search,23,0
1939,Tabu Search,23,0
1940,Tabu Search,23,0
1941,Tabu Search,23,0
1942,Tabu Search,23,0
1943,Tabu Search,23,0
1944,Tabu Search,23,0
1945,Tabu Search,23,0
1946,Tabu Search,23,0
1947,Tabu Search,23,0
1948,Tabu Search,23,0
1949,Tabu Search,23,0
1950,Tabu Search,23,0
1951,Tabu Search,23,0
1952,Tabu Search,23,0
1953,Tabu Search,23,0
1954,Tabu Search,23,0
1955,Tabu Search,23,0
1956,Tabu Search,23,0
1957,Tabu Search,23,0
1958,Tabu Search,23,0
1959,Tabu Search,23,0
1960,Tabu Search,23,0
1961,Tabu Search,23,0
1962,Tabu Search,23,0
1963,Tabu Search,23,0
1964,Tabu Search,23,0
1965,Tabu Search,23,0
1966,Tabu Search,23,0
1967,Tabu Search,23,0
1968,Tabu Search,23,0
1969,Tabu Search,23,0
1970,Tabu Search,23,0
1971,Tabu Search,23,0
1972,Tabu Search,23,0
1973,Tabu Search,23,0
1974,Tabu Search,23,0
1975,Tabu Search,23,0
1976,Tabu Search,23,0
1977,Tabu Search,23,0
1978,Tabu Search,22,0
1979,Tabu Search,22,0
1980,Tabu Search,22,0
1981,Tabu Search,22,0
1982,Tabu Search,22,0
1983,Tabu Search,22,0
1984,Tabu Search,22,0
1985,Tabu Search,22,0
1986,Tabu Search,22,0
1987,Tabu Search,22,0
1988,Tabu Search,22,0
1989,Tabu Search,22,0
1990,Tabu Search,22,0
1991,Tabu Search,22,0
1992,Tabu Search,22,0
1993,Tabu Search,22,0
1994,Tabu Search,22,0
1995,Tabu Search,22,0
1996,Tabu Search,22,0
1997,Tabu Search,22,0
1998,Tabu Search,22,0
1999,Tabu Search,22,0
2000,Tabu Search,22,0
2001,Tabu Search,22,0
2002,Tabu Search,22,0
2003,Tabu Search,22,0
2004,Tabu Search,22,0
2005,Tabu Search,22,0
2006,Tabu Search,22,0
2007,Tabu Search,22,0
2008,Tabu Search,22,0
2009,Tabu Search,22,0
2010,Tabu Search,22,0
2011,Tabu Search,22,0
2012,Tabu Search,22,0
2013,Tabu Search,22,0
2014,Tabu Search,22,0
2015,Tabu Search,22,0
2016,Tabu Search,22,0
2017,Tabu Search,22,0
2018,Tabu Search,22,0
2019,Tabu Search,22,0
2020,Tabu Search,22,0
2021,Tabu Search,22,0
2022,Tabu Search,22,0
2023,Tabu Search,22,0
2024,Tabu Search,22,0
2025,Tabu Search,22,0
2026,Tabu Search,22,0
2027,Tabu Search,22,0
2028,Tabu Search,22,0
2029,Tabu Search,22,0
2030,Tabu Search,22,0
2031,Tabu Search,22,0
2032,Tabu Search,22,0
2033,Tabu Search,22,0
2034,Tabu Search,22,0
2035,Tabu Search,22,0
2036,Tabu Search,22,0
2037,Tabu Search,22,0
2038,Tabu Search,22,0
2039,Tabu Search,22,0
2040,Tabu Search,22,0
2041,Tabu Search,22,0
2042,Tabu Search,22,0
2043,Tabu Search,22,0
2044,Tabu Search,22,0
2045,Tabu Search,22,0
2046,Tabu Search,22,0
2047,Tabu Search,22,0
2048,Tabu Search,22,0
2049,Tabu Search,22,0
2050,Tabu Search,22,0
2051,Tabu Search,22,0
2052,Tabu Search,22,0
2053,Tabu Search,22,0
2054,Tabu Search,22,0
2055,Tabu Search,22,0
2056,Tabu Search,22,0
2057,Tabu Search,22,0
2058,Tabu Search,22,0
2059,Tabu Search,22,0
2060,Tabu Search,22,0
2061,Tabu Search,22,0
2062,Tabu Search,22,0
2063,Tabu Search,22,0
2064,Tabu Search,22,0
2065,Tabu Search,22,0
2066,Tabu Search,22,0
2067,Tabu Search,22,0
2068,Tabu Search,21,0
2069,Tabu Search,21,0
2070,Tabu Search,21,0
2071,Tabu Search,21,0
2072,Tabu Search,21,0
2073,Tabu Search,21,0
2074,Tabu Search,21,0
2075,Tabu Search,21,0
